run_label,record_kind,record_index,t,iteration,bx,tx,expected_small_block_cols,actual_small_block_cols,blkX,blkXmax,xidx,validXmin,validXmax,isValid,computed,final_write,index,value,total_computed_threads,total_final_writes,records_captured,records_truncated
injected,detail,42,0,999,10,138,-1748,2147481900,-18480,-18231,-18342,18480,249,0,0,0,-1,0,,,,
injected,detail,43,0,999,10,139,-1748,2147481900,-18480,-18231,-18341,18480,249,0,0,0,-1,0,,,,
injected,detail,44,0,999,10,140,-1748,2147481900,-18480,-18231,-18340,18480,249,0,0,0,-1,0,,,,
injected,detail,45,0,999,10,141,-1748,2147481900,-18480,-18231,-18339,18480,249,0,0,0,-1,0,,,,
injected,detail,46,0,999,10,142,-1748,2147481900,-18480,-18231,-18338,18480,249,0,0,0,-1,0,,,,
injected,detail,47,0,999,10,143,-1748,2147481900,-18480,-18231,-18337,18480,249,0,0,0,-1,0,,,,
injected,detail,48,0,999,10,144,-1748,2147481900,-18480,-18231,-18336,18480,249,0,0,0,-1,0,,,,
injected,detail,49,0,999,10,145,-1748,2147481900,-18480,-18231,-18335,18480,249,0,0,0,-1,0,,,,
injected,detail,50,0,999,10,146,-1748,2147481900,-18480,-18231,-18334,18480,249,0,0,0,-1,0,,,,
injected,detail,51,0,999,10,147,-1748,2147481900,-18480,-18231,-18333,18480,249,0,0,0,-1,0,,,,
injected,detail,52,0,999,10,148,-1748,2147481900,-18480,-18231,-18332,18480,249,0,0,0,-1,0,,,,
injected,detail,53,0,999,10,149,-1748,2147481900,-18480,-18231,-18331,18480,249,0,0,0,-1,0,,,,
injected,detail,54,0,999,10,150,-1748,2147481900,-18480,-18231,-18330,18480,249,0,0,0,-1,0,,,,
injected,detail,55,0,999,10,151,-1748,2147481900,-18480,-18231,-18329,18480,249,0,0,0,-1,0,,,,
injected,detail,56,0,999,10,152,-1748,2147481900,-18480,-18231,-18328,18480,249,0,0,0,-1,0,,,,
injected,detail,57,0,999,10,153,-1748,2147481900,-18480,-18231,-18327,18480,249,0,0,0,-1,0,,,,
injected,detail,58,0,999,10,154,-1748,2147481900,-18480,-18231,-18326,18480,249,0,0,0,-1,0,,,,
injected,detail,59,0,999,10,155,-1748,2147481900,-18480,-18231,-18325,18480,249,0,0,0,-1,0,,,,
injected,detail,60,0,999,10,156,-1748,2147481900,-18480,-18231,-18324,18480,249,0,0,0,-1,0,,,,
injected,detail,61,0,999,10,157,-1748,2147481900,-18480,-18231,-18323,18480,249,0,0,0,-1,0,,,,
injected,detail,62,0,999,10,158,-1748,2147481900,-18480,-18231,-18322,18480,249,0,0,0,-1,0,,,,
injected,detail,63,0,999,10,159,-1748,2147481900,-18480,-18231,-18321,18480,249,0,0,0,-1,0,,,,
injected,detail,64,0,999,10,224,-1748,2147481900,-18480,-18231,-18256,18480,249,0,0,0,-1,0,,,,
injected,detail,65,0,999,10,225,-1748,2147481900,-18480,-18231,-18255,18480,249,0,0,0,-1,0,,,,
injected,detail,66,0,999,10,226,-1748,2147481900,-18480,-18231,-18254,18480,249,0,0,0,-1,0,,,,
injected,detail,67,0,999,10,227,-1748,2147481900,-18480,-18231,-18253,18480,249,0,0,0,-1,0,,,,
injected,detail,68,0,999,10,228,-1748,2147481900,-18480,-18231,-18252,18480,249,0,0,0,-1,0,,,,
injected,detail,69,0,999,10,229,-1748,2147481900,-18480,-18231,-18251,18480,249,0,0,0,-1,0,,,,
injected,detail,70,0,999,10,230,-1748,2147481900,-18480,-18231,-18250,18480,249,0,0,0,-1,0,,,,
injected,detail,71,0,999,10,231,-1748,2147481900,-18480,-18231,-18249,18480,249,0,0,0,-1,0,,,,
injected,detail,72,0,999,10,232,-1748,2147481900,-18480,-18231,-18248,18480,249,0,0,0,-1,0,,,,
injected,detail,73,0,999,10,233,-1748,2147481900,-18480,-18231,-18247,18480,249,0,0,0,-1,0,,,,
injected,detail,74,0,999,10,234,-1748,2147481900,-18480,-18231,-18246,18480,249,0,0,0,-1,0,,,,
injected,detail,75,0,999,10,235,-1748,2147481900,-18480,-18231,-18245,18480,249,0,0,0,-1,0,,,,
injected,detail,76,0,999,10,236,-1748,2147481900,-18480,-18231,-18244,18480,249,0,0,0,-1,0,,,,
injected,detail,77,0,999,10,237,-1748,2147481900,-18480,-18231,-18243,18480,249,0,0,0,-1,0,,,,
injected,detail,78,0,999,10,238,-1748,2147481900,-18480,-18231,-18242,18480,249,0,0,0,-1,0,,,,
injected,detail,79,0,999,10,239,-1748,2147481900,-18480,-18231,-18241,18480,249,0,0,0,-1,0,,,,
injected,detail,80,0,999,10,240,-1748,2147481900,-18480,-18231,-18240,18480,249,0,0,0,-1,0,,,,
injected,detail,81,0,999,10,241,-1748,2147481900,-18480,-18231,-18239,18480,249,0,0,0,-1,0,,,,
injected,detail,82,0,999,10,242,-1748,2147481900,-18480,-18231,-18238,18480,249,0,0,0,-1,0,,,,
injected,detail,83,0,999,10,243,-1748,2147481900,-18480,-18231,-18237,18480,249,0,0,0,-1,0,,,,
injected,detail,84,0,999,10,244,-1748,2147481900,-18480,-18231,-18236,18480,249,0,0,0,-1,0,,,,
injected,detail,85,0,999,10,245,-1748,2147481900,-18480,-18231,-18235,18480,249,0,0,0,-1,0,,,,
injected,detail,86,0,999,10,246,-1748,2147481900,-18480,-18231,-18234,18480,249,0,0,0,-1,0,,,,
injected,detail,87,0,999,10,247,-1748,2147481900,-18480,-18231,-18233,18480,249,0,0,0,-1,0,,,,
injected,detail,88,0,999,10,248,-1748,2147481900,-18480,-18231,-18232,18480,249,0,0,0,-1,0,,,,
injected,detail,89,0,999,10,249,-1748,2147481900,-18480,-18231,-18231,18480,249,0,0,0,-1,0,,,,
injected,detail,90,0,999,10,96,-1748,2147481900,-18480,-18231,-18384,18480,249,0,0,0,-1,0,,,,
injected,detail,91,0,999,10,97,-1748,2147481900,-18480,-18231,-18383,18480,249,0,0,0,-1,0,,,,
injected,detail,92,0,999,10,98,-1748,2147481900,-18480,-18231,-18382,18480,249,0,0,0,-1,0,,,,
injected,detail,93,0,999,10,99,-1748,2147481900,-18480,-18231,-18381,18480,249,0,0,0,-1,0,,,,
injected,detail,94,0,999,10,100,-1748,2147481900,-18480,-18231,-18380,18480,249,0,0,0,-1,0,,,,
injected,detail,95,0,999,10,101,-1748,2147481900,-18480,-18231,-18379,18480,249,0,0,0,-1,0,,,,
injected,detail,96,0,999,10,102,-1748,2147481900,-18480,-18231,-18378,18480,249,0,0,0,-1,0,,,,
injected,detail,97,0,999,10,103,-1748,2147481900,-18480,-18231,-18377,18480,249,0,0,0,-1,0,,,,
injected,detail,98,0,999,10,104,-1748,2147481900,-18480,-18231,-18376,18480,249,0,0,0,-1,0,,,,
injected,detail,99,0,999,10,105,-1748,2147481900,-18480,-18231,-18375,18480,249,0,0,0,-1,0,,,,
injected,detail,100,0,999,10,106,-1748,2147481900,-18480,-18231,-18374,18480,249,0,0,0,-1,0,,,,
injected,detail,101,0,999,10,107,-1748,2147481900,-18480,-18231,-18373,18480,249,0,0,0,-1,0,,,,
injected,detail,102,0,999,10,108,-1748,2147481900,-18480,-18231,-18372,18480,249,0,0,0,-1,0,,,,
injected,detail,103,0,999,10,109,-1748,2147481900,-18480,-18231,-18371,18480,249,0,0,0,-1,0,,,,
injected,detail,104,0,999,10,110,-1748,2147481900,-18480,-18231,-18370,18480,249,0,0,0,-1,0,,,,
injected,detail,105,0,999,10,111,-1748,2147481900,-18480,-18231,-18369,18480,249,0,0,0,-1,0,,,,
injected,detail,106,0,999,10,112,-1748,2147481900,-18480,-18231,-18368,18480,249,0,0,0,-1,0,,,,
injected,detail,107,0,999,10,113,-1748,2147481900,-18480,-18231,-18367,18480,249,0,0,0,-1,0,,,,
injected,detail,108,0,999,10,114,-1748,2147481900,-18480,-18231,-18366,18480,249,0,0,0,-1,0,,,,
injected,detail,109,0,999,10,115,-1748,2147481900,-18480,-18231,-18365,18480,249,0,0,0,-1,0,,,,
injected,detail,110,0,999,10,116,-1748,2147481900,-18480,-18231,-18364,18480,249,0,0,0,-1,0,,,,
injected,detail,111,0,999,10,117,-1748,2147481900,-18480,-18231,-18363,18480,249,0,0,0,-1,0,,,,
injected,detail,112,0,999,10,118,-1748,2147481900,-18480,-18231,-18362,18480,249,0,0,0,-1,0,,,,
injected,detail,113,0,999,10,119,-1748,2147481900,-18480,-18231,-18361,18480,249,0,0,0,-1,0,,,,
injected,detail,114,0,999,10,120,-1748,2147481900,-18480,-18231,-18360,18480,249,0,0,0,-1,0,,,,
injected,detail,115,0,999,10,121,-1748,2147481900,-18480,-18231,-18359,18480,249,0,0,0,-1,0,,,,
injected,detail,116,0,999,10,122,-1748,2147481900,-18480,-18231,-18358,18480,249,0,0,0,-1,0,,,,
injected,detail,117,0,999,10,123,-1748,2147481900,-18480,-18231,-18357,18480,249,0,0,0,-1,0,,,,
injected,detail,118,0,999,10,124,-1748,2147481900,-18480,-18231,-18356,18480,249,0,0,0,-1,0,,,,
injected,detail,119,0,999,10,125,-1748,2147481900,-18480,-18231,-18355,18480,249,0,0,0,-1,0,,,,
injected,detail,120,0,999,10,126,-1748,2147481900,-18480,-18231,-18354,18480,249,0,0,0,-1,0,,,,
injected,detail,121,0,999,10,127,-1748,2147481900,-18480,-18231,-18353,18480,249,0,0,0,-1,0,,,,
injected,detail,122,0,999,10,0,-1748,2147481900,-18480,-18231,-18480,18480,249,0,0,0,-1,0,,,,
injected,detail,123,0,999,10,1,-1748,2147481900,-18480,-18231,-18479,18480,249,0,0,0,-1,0,,,,
injected,detail,124,0,999,10,2,-1748,2147481900,-18480,-18231,-18478,18480,249,0,0,0,-1,0,,,,
injected,detail,125,0,999,10,3,-1748,2147481900,-18480,-18231,-18477,18480,249,0,0,0,-1,0,,,,
injected,detail,126,0,999,10,4,-1748,2147481900,-18480,-18231,-18476,18480,249,0,0,0,-1,0,,,,
injected,detail,127,0,999,10,5,-1748,2147481900,-18480,-18231,-18475,18480,249,0,0,0,-1,0,,,,
injected,detail,128,0,999,10,6,-1748,2147481900,-18480,-18231,-18474,18480,249,0,0,0,-1,0,,,,
injected,detail,129,0,999,10,7,-1748,2147481900,-18480,-18231,-18473,18480,249,0,0,0,-1,0,,,,
injected,detail,130,0,999,10,8,-1748,2147481900,-18480,-18231,-18472,18480,249,0,0,0,-1,0,,,,
injected,detail,131,0,999,10,9,-1748,2147481900,-18480,-18231,-18471,18480,249,0,0,0,-1,0,,,,
injected,detail,132,0,999,10,10,-1748,2147481900,-18480,-18231,-18470,18480,249,0,0,0,-1,0,,,,
injected,detail,133,0,999,10,11,-1748,2147481900,-18480,-18231,-18469,18480,249,0,0,0,-1,0,,,,
injected,detail,134,0,999,10,12,-1748,2147481900,-18480,-18231,-18468,18480,249,0,0,0,-1,0,,,,
injected,detail,135,0,999,10,13,-1748,2147481900,-18480,-18231,-18467,18480,249,0,0,0,-1,0,,,,
injected,detail,136,0,999,10,14,-1748,2147481900,-18480,-18231,-18466,18480,249,0,0,0,-1,0,,,,
injected,detail,137,0,999,10,15,-1748,2147481900,-18480,-18231,-18465,18480,249,0,0,0,-1,0,,,,
injected,detail,138,0,999,10,16,-1748,2147481900,-18480,-18231,-18464,18480,249,0,0,0,-1,0,,,,
injected,detail,139,0,999,10,17,-1748,2147481900,-18480,-18231,-18463,18480,249,0,0,0,-1,0,,,,
injected,detail,140,0,999,10,18,-1748,2147481900,-18480,-18231,-18462,18480,249,0,0,0,-1,0,,,,
injected,detail,141,0,999,10,19,-1748,2147481900,-18480,-18231,-18461,18480,249,0,0,0,-1,0,,,,
injected,detail,142,0,999,10,20,-1748,2147481900,-18480,-18231,-18460,18480,249,0,0,0,-1,0,,,,
injected,detail,143,0,999,10,21,-1748,2147481900,-18480,-18231,-18459,18480,249,0,0,0,-1,0,,,,
injected,detail,144,0,999,10,22,-1748,2147481900,-18480,-18231,-18458,18480,249,0,0,0,-1,0,,,,
injected,detail,145,0,999,10,23,-1748,2147481900,-18480,-18231,-18457,18480,249,0,0,0,-1,0,,,,
injected,detail,146,0,999,10,24,-1748,2147481900,-18480,-18231,-18456,18480,249,0,0,0,-1,0,,,,
injected,detail,147,0,999,10,25,-1748,2147481900,-18480,-18231,-18455,18480,249,0,0,0,-1,0,,,,
injected,detail,148,0,999,10,26,-1748,2147481900,-18480,-18231,-18454,18480,249,0,0,0,-1,0,,,,
injected,detail,149,0,999,10,27,-1748,2147481900,-18480,-18231,-18453,18480,249,0,0,0,-1,0,,,,
injected,detail,150,0,999,10,28,-1748,2147481900,-18480,-18231,-18452,18480,249,0,0,0,-1,0,,,,
injected,detail,151,0,999,10,29,-1748,2147481900,-18480,-18231,-18451,18480,249,0,0,0,-1,0,,,,
injected,detail,152,0,999,10,30,-1748,2147481900,-18480,-18231,-18450,18480,249,0,0,0,-1,0,,,,
injected,detail,153,0,999,10,31,-1748,2147481900,-18480,-18231,-18449,18480,249,0,0,0,-1,0,,,,
injected,detail,154,0,999,10,32,-1748,2147481900,-18480,-18231,-18448,18480,249,0,0,0,-1,0,,,,
injected,detail,155,0,999,10,33,-1748,2147481900,-18480,-18231,-18447,18480,249,0,0,0,-1,0,,,,
injected,detail,156,0,999,10,34,-1748,2147481900,-18480,-18231,-18446,18480,249,0,0,0,-1,0,,,,
injected,detail,157,0,999,10,35,-1748,2147481900,-18480,-18231,-18445,18480,249,0,0,0,-1,0,,,,
injected,detail,158,0,999,10,36,-1748,2147481900,-18480,-18231,-18444,18480,249,0,0,0,-1,0,,,,
injected,detail,159,0,999,10,37,-1748,2147481900,-18480,-18231,-18443,18480,249,0,0,0,-1,0,,,,
injected,detail,160,0,999,10,38,-1748,2147481900,-18480,-18231,-18442,18480,249,0,0,0,-1,0,,,,
injected,detail,161,0,999,10,39,-1748,2147481900,-18480,-18231,-18441,18480,249,0,0,0,-1,0,,,,
injected,detail,162,0,999,10,40,-1748,2147481900,-18480,-18231,-18440,18480,249,0,0,0,-1,0,,,,
injected,detail,163,0,999,10,41,-1748,2147481900,-18480,-18231,-18439,18480,249,0,0,0,-1,0,,,,
injected,detail,164,0,999,10,42,-1748,2147481900,-18480,-18231,-18438,18480,249,0,0,0,-1,0,,,,
injected,detail,165,0,999,10,43,-1748,2147481900,-18480,-18231,-18437,18480,249,0,0,0,-1,0,,,,
injected,detail,166,0,999,10,44,-1748,2147481900,-18480,-18231,-18436,18480,249,0,0,0,-1,0,,,,
injected,detail,167,0,999,10,45,-1748,2147481900,-18480,-18231,-18435,18480,249,0,0,0,-1,0,,,,
injected,detail,168,0,999,10,46,-1748,2147481900,-18480,-18231,-18434,18480,249,0,0,0,-1,0,,,,
injected,detail,169,0,999,10,47,-1748,2147481900,-18480,-18231,-18433,18480,249,0,0,0,-1,0,,,,
injected,detail,170,0,999,10,48,-1748,2147481900,-18480,-18231,-18432,18480,249,0,0,0,-1,0,,,,
injected,detail,171,0,999,10,49,-1748,2147481900,-18480,-18231,-18431,18480,249,0,0,0,-1,0,,,,
injected,detail,172,0,999,10,50,-1748,2147481900,-18480,-18231,-18430,18480,249,0,0,0,-1,0,,,,
injected,detail,173,0,999,10,51,-1748,2147481900,-18480,-18231,-18429,18480,249,0,0,0,-1,0,,,,
injected,detail,174,0,999,10,52,-1748,2147481900,-18480,-18231,-18428,18480,249,0,0,0,-1,0,,,,
injected,detail,175,0,999,10,53,-1748,2147481900,-18480,-18231,-18427,18480,249,0,0,0,-1,0,,,,
injected,detail,176,0,999,10,54,-1748,2147481900,-18480,-18231,-18426,18480,249,0,0,0,-1,0,,,,
injected,detail,177,0,999,10,55,-1748,2147481900,-18480,-18231,-18425,18480,249,0,0,0,-1,0,,,,
injected,detail,178,0,999,10,56,-1748,2147481900,-18480,-18231,-18424,18480,249,0,0,0,-1,0,,,,
injected,detail,179,0,999,10,57,-1748,2147481900,-18480,-18231,-18423,18480,249,0,0,0,-1,0,,,,
injected,detail,180,0,999,10,58,-1748,2147481900,-18480,-18231,-18422,18480,249,0,0,0,-1,0,,,,
injected,detail,181,0,999,10,59,-1748,2147481900,-18480,-18231,-18421,18480,249,0,0,0,-1,0,,,,
injected,detail,182,0,999,10,60,-1748,2147481900,-18480,-18231,-18420,18480,249,0,0,0,-1,0,,,,
injected,detail,183,0,999,10,61,-1748,2147481900,-18480,-18231,-18419,18480,249,0,0,0,-1,0,,,,
injected,detail,184,0,999,10,62,-1748,2147481900,-18480,-18231,-18418,18480,249,0,0,0,-1,0,,,,
injected,detail,185,0,999,10,63,-1748,2147481900,-18480,-18231,-18417,18480,249,0,0,0,-1,0,,,,
injected,detail,186,0,999,10,192,-1748,2147481900,-18480,-18231,-18288,18480,249,0,0,0,-1,0,,,,
injected,detail,187,0,999,10,193,-1748,2147481900,-18480,-18231,-18287,18480,249,0,0,0,-1,0,,,,
injected,detail,188,0,999,10,194,-1748,2147481900,-18480,-18231,-18286,18480,249,0,0,0,-1,0,,,,
injected,detail,189,0,999,10,195,-1748,2147481900,-18480,-18231,-18285,18480,249,0,0,0,-1,0,,,,
injected,detail,190,0,999,10,196,-1748,2147481900,-18480,-18231,-18284,18480,249,0,0,0,-1,0,,,,
injected,detail,191,0,999,10,197,-1748,2147481900,-18480,-18231,-18283,18480,249,0,0,0,-1,0,,,,
injected,detail,192,0,999,10,198,-1748,2147481900,-18480,-18231,-18282,18480,249,0,0,0,-1,0,,,,
injected,detail,193,0,999,10,199,-1748,2147481900,-18480,-18231,-18281,18480,249,0,0,0,-1,0,,,,
injected,detail,194,0,999,10,200,-1748,2147481900,-18480,-18231,-18280,18480,249,0,0,0,-1,0,,,,
injected,detail,195,0,999,10,201,-1748,2147481900,-18480,-18231,-18279,18480,249,0,0,0,-1,0,,,,
injected,detail,196,0,999,10,202,-1748,2147481900,-18480,-18231,-18278,18480,249,0,0,0,-1,0,,,,
injected,detail,197,0,999,10,203,-1748,2147481900,-18480,-18231,-18277,18480,249,0,0,0,-1,0,,,,
injected,detail,198,0,999,10,204,-1748,2147481900,-18480,-18231,-18276,18480,249,0,0,0,-1,0,,,,
injected,detail,199,0,999,10,205,-1748,2147481900,-18480,-18231,-18275,18480,249,0,0,0,-1,0,,,,
injected,detail,200,0,999,10,206,-1748,2147481900,-18480,-18231,-18274,18480,249,0,0,0,-1,0,,,,
injected,detail,201,0,999,10,207,-1748,2147481900,-18480,-18231,-18273,18480,249,0,0,0,-1,0,,,,
injected,detail,202,0,999,10,208,-1748,2147481900,-18480,-18231,-18272,18480,249,0,0,0,-1,0,,,,
injected,detail,203,0,999,10,209,-1748,2147481900,-18480,-18231,-18271,18480,249,0,0,0,-1,0,,,,
injected,detail,204,0,999,10,210,-1748,2147481900,-18480,-18231,-18270,18480,249,0,0,0,-1,0,,,,
injected,detail,205,0,999,10,211,-1748,2147481900,-18480,-18231,-18269,18480,249,0,0,0,-1,0,,,,
injected,detail,206,0,999,10,212,-1748,2147481900,-18480,-18231,-18268,18480,249,0,0,0,-1,0,,,,
injected,detail,207,0,999,10,213,-1748,2147481900,-18480,-18231,-18267,18480,249,0,0,0,-1,0,,,,
injected,detail,208,0,999,10,214,-1748,2147481900,-18480,-18231,-18266,18480,249,0,0,0,-1,0,,,,
injected,detail,209,0,999,10,215,-1748,2147481900,-18480,-18231,-18265,18480,249,0,0,0,-1,0,,,,
injected,detail,210,0,999,10,216,-1748,2147481900,-18480,-18231,-18264,18480,249,0,0,0,-1,0,,,,
injected,detail,211,0,999,10,217,-1748,2147481900,-18480,-18231,-18263,18480,249,0,0,0,-1,0,,,,
injected,detail,212,0,999,10,218,-1748,2147481900,-18480,-18231,-18262,18480,249,0,0,0,-1,0,,,,
injected,detail,213,0,999,10,219,-1748,2147481900,-18480,-18231,-18261,18480,249,0,0,0,-1,0,,,,
injected,detail,214,0,999,10,220,-1748,2147481900,-18480,-18231,-18260,18480,249,0,0,0,-1,0,,,,
injected,detail,215,0,999,10,221,-1748,2147481900,-18480,-18231,-18259,18480,249,0,0,0,-1,0,,,,
injected,detail,216,0,999,10,222,-1748,2147481900,-18480,-18231,-18258,18480,249,0,0,0,-1,0,,,,
injected,detail,217,0,999,10,223,-1748,2147481900,-18480,-18231,-18257,18480,249,0,0,0,-1,0,,,,
injected,detail,218,0,999,10,64,-1748,2147481900,-18480,-18231,-18416,18480,249,0,0,0,-1,0,,,,
injected,detail,219,0,999,10,65,-1748,2147481900,-18480,-18231,-18415,18480,249,0,0,0,-1,0,,,,
injected,detail,220,0,999,10,66,-1748,2147481900,-18480,-18231,-18414,18480,249,0,0,0,-1,0,,,,
injected,detail,221,0,999,10,67,-1748,2147481900,-18480,-18231,-18413,18480,249,0,0,0,-1,0,,,,
injected,detail,222,0,999,10,68,-1748,2147481900,-18480,-18231,-18412,18480,249,0,0,0,-1,0,,,,
injected,detail,223,0,999,10,69,-1748,2147481900,-18480,-18231,-18411,18480,249,0,0,0,-1,0,,,,
injected,detail,224,0,999,10,70,-1748,2147481900,-18480,-18231,-18410,18480,249,0,0,0,-1,0,,,,
injected,detail,225,0,999,10,71,-1748,2147481900,-18480,-18231,-18409,18480,249,0,0,0,-1,0,,,,
injected,detail,226,0,999,10,72,-1748,2147481900,-18480,-18231,-18408,18480,249,0,0,0,-1,0,,,,
injected,detail,227,0,999,10,73,-1748,2147481900,-18480,-18231,-18407,18480,249,0,0,0,-1,0,,,,
injected,detail,228,0,999,10,74,-1748,2147481900,-18480,-18231,-18406,18480,249,0,0,0,-1,0,,,,
injected,detail,229,0,999,10,75,-1748,2147481900,-18480,-18231,-18405,18480,249,0,0,0,-1,0,,,,
injected,detail,230,0,999,10,76,-1748,2147481900,-18480,-18231,-18404,18480,249,0,0,0,-1,0,,,,
injected,detail,231,0,999,10,77,-1748,2147481900,-18480,-18231,-18403,18480,249,0,0,0,-1,0,,,,
injected,detail,232,0,999,10,78,-1748,2147481900,-18480,-18231,-18402,18480,249,0,0,0,-1,0,,,,
injected,detail,233,0,999,10,79,-1748,2147481900,-18480,-18231,-18401,18480,249,0,0,0,-1,0,,,,
injected,detail,234,0,999,10,80,-1748,2147481900,-18480,-18231,-18400,18480,249,0,0,0,-1,0,,,,
injected,detail,235,0,999,10,81,-1748,2147481900,-18480,-18231,-18399,18480,249,0,0,0,-1,0,,,,
injected,detail,236,0,999,10,82,-1748,2147481900,-18480,-18231,-18398,18480,249,0,0,0,-1,0,,,,
injected,detail,237,0,999,10,83,-1748,2147481900,-18480,-18231,-18397,18480,249,0,0,0,-1,0,,,,
injected,detail,238,0,999,10,84,-1748,2147481900,-18480,-18231,-18396,18480,249,0,0,0,-1,0,,,,
injected,detail,239,0,999,10,85,-1748,2147481900,-18480,-18231,-18395,18480,249,0,0,0,-1,0,,,,
injected,detail,240,0,999,10,86,-1748,2147481900,-18480,-18231,-18394,18480,249,0,0,0,-1,0,,,,
